line_num, word, mean, line_num2, word2, sent, sent_mean,
221,subscription,(정기발행물의) 구독,221,subscription,I have a subscription to the magazine.,나는 그 잡지를 구독하고 있다.,
222,appear,"나타나다, 출현하다",222,appear,The stars appear in the night sky.,별들이 밤하늘에 나타난다.,
223,accompany,"동행하다, 동반하다",223,accompany,He will accompany me to the concert.,그는 내가 콘서트에 가는 동행을 할 것이다.,
224,edition,(간행물의)판,224,edition,This is the latest edition of the book.,이것은 그 책의 최신 판이다.,
225,specifically,"명확하게, 분명히; 특히, 특별히",225,specifically,He specifically asked for your help.,그는 특히 당신의 도움을 요청했다.,
226,anonymous,"익명의, 이름을 모르는",226,anonymous,The letter was sent by an anonymous sender.,그 편지는 익명 발신자가 보냈습니다.,
227,commit,"헌신하다, 전념하다",227,commit,I commit myself fully to this project.,나는 이 프로젝트에 완전히 헌신할 것이다.,
228,information,"유익한, 정보를 주는",228,information,This website provides useful information.,이 웹사이트는 유용한 정보를 제공합니다.,
229,audience,"청중, 관중",229,audience,The audience applauded loudly.,관객들이 크게 박수를 쳤다.,
230,author,"작가, 저자",230,author,The author of this book is well-known.,이 책의 저자는 잘 알려져 있다.,
231,note,주목하다; 특별히 언급하다.,231,note,Please take note of the instructions.,지시사항에 주의하세요.,
232,antique,골동품,232,antique,She collects antique furniture.,그녀는 골동품 가구를 수집합니다.,
233,manuscript,원고,233,manuscript,The manuscript needs to be edited.,그 원고는 편집이 필요합니다.,
234,beneficial,"유익한, 이로운",234,beneficial,Exercise is beneficial for your health.,운동은 당신의 건강에 도움이 됩니다.,
235,upcoming,"곧 있을, 다가오는",235,upcoming,There are many upcoming events.,다가오는 행사가 많이 있습니다.,
236,lend,빌려주다,236,lend,Can you lend me some money?,좀 돈을 빌려줄 수 있나요?,
237,current,"현재의,; 현행의, 통용되는",237,current,The current situation is concerning.,현재 상황이 우려스럽습니다.,
238,local,"지방의, 고장의",238,local,We visited the local market.,우리는 지역 시장을 방문했습니다.,
239,variety,"다양성, 변화",239,variety,There is a wide variety of colors.,다양한 색상이 있습니다.,
240,advocate,옹호자,240,advocate,She is a strong advocate for human rights.,그녀는 인권을 강력하게 옹호합니다.,
241,contributor,"기고가, 공헌자",241,contributor,He is a regular contributor to the magazine.,그는 그 잡지에 규칙적으로 기고하는 사람입니다.,
242,defy,"저항하다; (설명,묘사등이)거의 불가능하다",242,defy,It defies explanation.,그것은 설명하기 어렵습니다.,
243,fascinating,"매혹적인, 황홀한",243,fascinating,The history of the city is fascinating.,그 도시의 역사는 매력적입니다.,
244,showing,"(영화, 연극의)상영; 전시",244,showing,The movie had a good showing at the box office.,그 영화는 박스 오피스에서 잘 나왔습니다.,
245,survey,설문조사,245,survey,They conducted a survey on customer satisfaction.,그들은 고객 만족도에 대한 조사를 실시했습니다.,
246,analysis,분석,246,analysis,The analysis of the data revealed interesting patterns.,데이터의 분석결과 흥미로운 패턴이 드러났습니다.,
247,respondent,응답자,247,respondent,The survey had over 500 respondents.,그 조사에는 500명 이상의 응답자가 있었습니다.,
248,competition,경쟁,248,competition,The competition is fierce in this industry.,이 산업에서는 경쟁이 치열합니다.,
249,consistently,"항상, 일관되게",249,consistently,She consistently delivers high-quality work.,그녀는 항상 고품질의 작업을 제공합니다.,
250,demand,"수요, 요구하다",250,demand,There is a high demand for organic produce.,유기농 제품에 대한 높은 수요가 있습니다.,
251,do one's utmost,전력을 다하다,251,do one's utmost,We must do our utmost to solve this problem.,이 문제를 해결하기 위해 최선을 다해야 합니다.,
252,expand,"확장하다, 확대하다",252,expand,The company plans to expand into new markets.,그 회사는 새로운 시장으로 확장할 계획입니다.,
253,advanced,"고급의; 진보한, 앞선",253,advanced,This is an advanced course in computer programming.,이것은 컴퓨터 프로그래밍의 고급 과정입니다.,
254,postpone,"연기하다, 뒤로 미루다",254,postpone,The meeting has been postponed until next week.,회의가 다음 주까지 연기되었습니다.,
255,additional,"추가의, 부가적인",255,additional,Additional information can be found on our website.,추가 정보는 당사 웹사이트에서 확인하실 수 있습니다.,
256,appreciate,고맙게 생각하다; 높이 평가하다; 감상하다,256,appreciate,We appreciate your understanding in this matter.,이 문제에 대한 여러분의 이해를 감사히 생각합니다.,
257,demonstration,"설명; 드러냄, 시연",257,demonstration,The protesters staged a peaceful demonstration.,시위대는 평화로운 시위를 벌였습니다.,
258,buy,"사다, 구입하다",258,buy,I need to buy some groceries at the store.,저는 가게에서 식료품을 사야 합니다.,
259,examine,조사하다,259,examine,The doctor will examine the patient tomorrow.,의사가 환자를 내일 진찰할 것입니다.,
260,effective,"효과적인; (법률 등이)발표되는, 시행되는",260,effective,Regular exercise is effective for maintaining good health.,규칙적인 운동은 건강을 유지하는 데 효과적입니다.,
261,like,좋아하다,261,like,I like to spend my weekends hiking in the mountains.,주말에는 산에 등반하는 것을 좋아합니다.,
262,especially,특히,262,especially,"I love all kinds of music, especially jazz.","나는 모든 종류의 음악을 좋아하는데, 특히 재즈를 좋아합니다.",
263,closely,"면밀히, 엄밀히",263,closely,The police are closely monitoring the situation.,경찰은 상황을 면밀히 감시하고 있습니다.,
264,reserve,"예약하다, 지정하다; 보존하다",264,reserve,We need to reserve a table at the restaurant.,우리는 식당에 테이블을 예약해야 합니다.,
265,cooperate,"협력하다, 협동하다",265,cooperate,The two companies decided to cooperate on the project.,두 회사는 그 프로젝트에서 협력하기로 결정했습니다.,
266,very,"매우, 대단히, 아주",266,very,She was very excited about her upcoming trip.,그녀는 다가오는 여행에 대해 매우 흥분했습니다.,
267,consecutive,연속적인,267,consecutive,This is the third consecutive day of rain.,이것은 연속적인 세 번째 비가 내리는 날입니다.,
268,expectation,"예상, 기대",268,expectation,The product did not meet our expectations.,그 제품은 우리의 기대에 부응하지 못했습니다.,
269,publicize,"공표하다; 광고하다, 선전하다",269,publicize,The company plans to publicize its new product next month.,그 회사는 다음 달에 새 제품을 홍보할 계획입니다.,
270,raise,"높이다, 올리다; (의문을)제기하다",270,raise,We need to raise awareness about environmental issues.,환경 문제에 대한 인식을 높여야 합니다.,
271,extremely,"극도로, 대단히",271,extremely,The weather was extremely hot during the summer.,여름에 날씨가 극도로 더웠습니다.,
272,affect,"~에 영향을 미치다, 불리하게 작용하다",272,affect,Lack of sleep can affect your ability to concentrate.,수면 부족은 집중력에 영향을 줄 수 있습니다.,
273,target,"목표, 목표로 삼다",273,target,Our company aims to target young professionals as customers.,우리 회사는 젊은 전문가들을 고객으로 겨냥합니다.,
274,campaign,"운동, 캠페인",274,campaign,The charity launched a campaign to raise funds for the homeless.,그 자선 단체는 무주택자를 위한 자금 조달 캠페인을 시작했습니다.,
275,probable,"개연성이 높은, 유망한",275,probable,It's probable that it will rain tomorrow.,내일 비가 올 가능성이 있습니다.,
276,focus,"집중시키다, 집중하다",276,focus,Let's focus on the main issues at hand.,우리는 주요 문제에 초점을 맞추도록 하겠습니다.,
277,seasonal,"계절의, 계절적인",277,seasonal,Seasonal allergies can be quite troublesome.,계절성 알레르기는 상당히 골치 아플 수 있습니다.,
278,impact,"영향, 충격",278,impact,The new regulations will have a significant impact on businesses.,새로운 규정은 기업에 중요한 영향을 미칠 것입니다.,
279,comparison,비교,279,comparison,The comparison between the two products is inevitable.,두 제품 간의 비교는 불가피합니다.,
280,gap,격차,280,gap,There is a significant gap between theory and practice.,이론과 실무 사이에 상당한 격차가 있습니다.,
281,mounting,"증가하는, 오르는",281,mounting,There is mounting evidence to support this theory.,이 이론을 뒷받침하는 증거가 점점 더 많아지고 있습니다.,
282,reflective,반영하는,282,reflective,The report is reflective of the current market trends.,그 보고서는 현재의 시장 트렌드를 반영하고 있습니다.,
283,advertisement,광고,283,advertisement,They placed an advertisement in the local newspaper.,그들은 지역 신문에 광고를 게재했습니다.,
284,marginal,약간의; 주변의,284,marginal,There has been only a marginal improvement in sales.,판매량에는 약간의 개선만 있었습니다.,
285,customer,고객,285,customer,Our company values each and every customer.,우리 회사는 각 고객을 소중히 여깁니다.,
286,influence,"~에 영향을 주다, 영향",286,influence,Social media has a significant influence on consumer behavior.,소셜 미디어는 소비자 행동에 상당한 영향을 미칩니다.,
287,instantly,"즉각적으로, 즉시",287,instantly,The news spread instantly through social media.,그 소식은 소셜 미디어를 통해 즉시 퍼졌습니다.,
